dir,protein_1,protein_2,RMSD after refinement,Number of aligned atoms after refinement,Number of refinement cycles,RMSD before refinement,Number of aligned atoms before refinement,Raw alignment score,Number of residues aligned
CRISP,Hh03G010271,Hh03G010642,0.54801029,621,5,3.498400927,881,229.5,132
3FTx,Hh02G004177,Hh03G008612,6.128626823,112,5,7.049369812,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979065418,199,5,13.41247559,243,103,34
3FTx,Hh02G004177,Hh03G023188,3.410803795,160,4,3.70980835,167,70.5,28
3FTx,Hh02G004177,Hh03G023189,3.412606001,159,3,3.715120792,166,65.5,28
3FTx,Hh02G004177,HhUnG023191,3.410803556,160,4,3.709807873,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412606001,159,3,3.715120554,166,65.5,28
3FTx,Hh02G005288,Hh03G008631,14.82146454,315,5,15.48650646,323,30,56
3FTx,Hh02G005288,Hh03G023188,3.982265711,138,5,4.869003773,153,55.5,26
3FTx,Hh02G005288,Hh03G023190,3.982264996,138,5,4.869002342,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.982263803,138,5,4.869001865,153,55.5,26
3FTx,Hh03G008612,Hh03G008631,7.331503868,243,5,12.9387846,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749578238,326,5,4.560577393,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.37176919,340,5,4.955318451,396,143.5,57
3FTx,Hh03G008612,Hh03G023190,2.74957943,326,5,4.560576916,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749578714,326,5,4.560576439,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371770859,340,5,4.955319405,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468470573,270,5,13.12505627,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776207447,276,5,13.1162262,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468468189,270,5,13.12505531,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468468189,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.776207447,276,5,13.1162262,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064010508,428,5,1.15975225,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.0640103,428,5,1.159752965,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064010315,428,5,1.159752488,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009659,428,5,1.159752965,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064010151,428,5,1.159753203,615,450,81
3FTx,HhUnG023191,HhUnG023192,0.064009376,428,5,1.159753561,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888339,887,5,16.65111351,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666124523,48,5,2.098570585,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604700625,489,5,3.509507656,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833743453,431,5,10.2212534,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868749917,551,5,12.53363705,835,167,126
CRISP,Hh01G000001,Hh04G012535,0.557143092,502,5,3.526119471,690,150,104
CRISP,Hh01G002297,Hh03G008934,0.647873044,459,5,3.52056694,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912995815,441,5,10.09485817,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395187736,606,5,11.65839863,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.255902529,543,5,18.01566505,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695153594,539,5,4.579596519,807,154,121
CRISP,Hh02G004717,Hh03G010271,5.584494591,263,5,8.299114227,314,75.5,51
CRISP,Hh02G004717,Hh04G012535,18.13464165,844,5,19.20934296,874,115,136
CRISP,Hh03G008934,Hh03G008935,0.625953853,1227,5,12.81553078,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692902148,866,5,9.854928017,1320,329,201
CRISP,Hh03G008934,Hh04G012535,1.315350056,949,5,16.47485733,1378,366.5,206
CRISP,Hh03G008935,Hh03G010642,0.525703907,981,5,7.437533379,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013754,786,5,6.20155859,1116,334,168
CRISP,Hh03G010271,Hh04G012535,0.735198259,953,5,14.03744316,1445,370,223
CRISP,Hh03G010642,Hh04G012535,1.134939909,708,5,20.06835747,1008,237.5,147
3FTx,Hh02G005288,Hh03G023188,3.982264519,138,5,4.869002819,153,55.5,26
3FTx,Hh02G005288,Hh03G023189,4.037142277,138,5,4.857515335,152,50.5,26
3FTx,Hh02G005288,Hh03G023190,3.982264042,138,5,4.869001389,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.982263327,138,5,4.869001389,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037142277,138,5,4.857515335,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331502914,243,5,12.93878365,288,68.5,43
3FTx,Hh03G008612,Hh03G023190,2.749579191,326,5,4.560575962,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.749578238,326,5,4.560575962,396,143.5,57
3FTx,Hh03G008631,Hh03G023189,5.776206493,276,5,13.1162262,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468468666,270,5,13.12505531,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468468666,270,5,13.12505436,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064010464,428,5,1.159752369,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064010106,428,5,1.159752607,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064010501,428,5,1.159753084,615,450,81
3FTx,Hh03G023189,HhUnG022166,9.305153847,245,4,11.65546131,266,199,34
3FTx,Hh03G023189,HhUnG023191,0.064009652,428,5,1.159753323,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.06401024,428,5,1.159753561,615,450,81
3FTx,HhUnG023191,HhUnG023192,0.064009361,428,5,1.15975368,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888428,887,5,16.65111351,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666124523,48,5,2.098570824,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604700565,489,5,3.509507895,662,144.5,100
CRISP,Hh01G000001,Hh03G008935,0.833743572,431,5,10.2212534,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868749976,551,5,12.53363705,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308936,535,5,16.89272118,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557143092,502,5,3.526119232,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740740061,480,5,5.013229847,643,129.5,96
CRISP,Hh01G002297,Hh05G015075,1.916636348,488,5,9.443422318,673,130,101
CRISP,Hh02G004717,Hh03G008934,6.325482368,215,5,7.448645592,229,73.5,38
CRISP,Hh02G004717,Hh05G015075,3.698901892,144,4,4.144324303,152,34,27
CRISP,Hh03G008934,Hh03G008935,0.625953794,1227,5,12.81553173,1652,804.5,233
CRISP,Hh03G008934,Hh05G015075,0.731258929,514,5,4.458281517,806,110,123
CRISP,Hh03G008935,Hh03G010271,0.691669047,868,5,16.44902611,1254,285.5,189
CRISP,Hh03G008935,Hh03G010642,0.525704026,981,5,7.437533379,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013635,786,5,6.20155859,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151510835,547,5,7.050889492,845,123,130
CRISP,Hh03G010271,Hh03G010642,0.548010349,621,5,3.498400688,881,229.5,132
CRISP,Hh03G010271,Hh05G015075,2.698001385,684,5,7.036141872,960,128,146
CRISP,Hh03G010642,Hh05G015075,1.002150655,487,5,5.870357513,770,103.5,120
CRISP,Hh04G012535,Hh05G015075,2.041548967,646,5,5.831037998,913,111.5,144
3FTx,Hh02G004177,Hh03G008612,6.128627777,112,5,7.049370766,121,23,20
3FTx,Hh02G004177,Hh03G008631,7.979068279,199,5,13.4124794,243,103,34
3FTx,Hh02G004177,Hh03G023189,3.412605762,159,3,3.715120316,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.410804033,160,4,3.709807873,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42542458,219,4,15.80163288,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.410803556,160,4,3.709807396,167,70.5,28
3FTx,Hh02G005288,Hh03G008612,6.788812637,119,3,6.983098507,121,24,20
3FTx,Hh02G005288,Hh03G008631,14.82146549,315,5,15.48650742,323,30,56
3FTx,Hh02G005288,Hh03G023188,3.982264757,138,5,4.869002819,153,55.5,26
3FTx,Hh02G005288,Hh03G023189,4.037142277,138,5,4.857515812,152,50.5,26
3FTx,Hh02G005288,Hh03G023190,3.982264519,138,5,4.869001865,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037142754,138,5,4.857515812,152,50.5,26
3FTx,Hh03G008612,Hh03G023188,2.749579906,326,5,4.560577869,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.37177062,340,5,4.955318928,396,143.5,57
3FTx,Hh03G008612,HhUnG023191,2.74957943,326,5,4.560576439,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371772289,340,5,4.955320835,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.46846962,270,5,13.12505722,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776206017,276,5,13.1162262,343,211,47
3FTx,Hh03G008631,HhUnG022166,15.50453568,993,5,22.07243156,1152,747.5,147
3FTx,Hh03G023188,Hh03G023189,0.064010143,428,5,1.159751773,615,450,81
3FTx,Hh03G023188,HhUnG022166,9.315701485,245,4,11.75077629,266,199,34
3FTx,Hh03G023188,HhUnG023192,0.064009987,428,5,1.159752369,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064010456,428,5,1.159753084,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009391,428,5,1.159753203,615,450,81
3FTx,Hh03G023190,HhUnG022166,9.315701485,245,4,11.75077438,266,199,34
3FTx,Hh03G023190,HhUnG023192,0.064010397,428,5,1.159753919,615,450,81
3FTx,HhUnG023191,HhUnG023192,0.064009376,428,5,1.159753799,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888517,887,5,16.65111542,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666124701,48,5,2.098570824,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604700506,489,5,3.509507895,662,144.5,100
CRISP,Hh01G000001,Hh04G012535,0.557143033,502,5,3.526119232,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740739942,480,5,5.013230324,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531510592,505,5,4.572870255,703,155.5,106
CRISP,Hh01G002297,Hh02G004717,14.23645496,407,5,16.98228836,440,32,68
CRISP,Hh01G002297,Hh03G008934,0.647872865,459,5,3.52056694,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912995577,441,5,10.09485817,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395187497,606,5,11.65839863,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.25590229,543,5,18.01566505,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695153654,539,5,4.579596519,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636229,488,5,9.443422318,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560045302,466,5,3.518923998,674,139.5,102
CRISP,Hh02G004717,Hh03G008934,6.325482845,215,5,7.448645592,229,73.5,38
CRISP,Hh02G004717,Hh05G015075,3.698901415,144,4,4.144324303,152,34,27
CRISP,Hh02G004717,Hh10G019333,11.24184799,414,5,13.07297516,451,87.5,75
CRISP,Hh03G008934,Hh03G008935,0.625953734,1227,5,12.81553173,1652,804.5,233
CRISP,Hh03G008934,Hh03G010271,0.692902267,866,5,9.85492897,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698768497,1005,5,10.66946983,1321,554,187
CRISP,Hh03G008934,Hh05G015075,0.731258869,514,5,4.458281517,806,110,123
CRISP,Hh03G008934,Hh10G019333,23.2884388,3071,4,28.16113663,3224,1448,457
CRISP,Hh03G008935,Hh03G010642,0.525704205,981,5,7.437532902,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013575,786,5,6.20155859,1116,334,168
CRISP,Hh03G008935,Hh05G015075,1.151510954,547,5,7.050889492,845,123,130
CRISP,Hh03G008935,Hh10G019333,0.422209382,1143,5,21.35795403,1570,729.5,223
CRISP,Hh03G010271,Hh03G010642,0.548010468,621,5,3.498400688,881,229.5,132
CRISP,Hh03G010271,Hh05G015075,2.698001385,684,5,7.036142349,960,128,146
CRISP,Hh03G010271,Hh10G019333,0.486078203,811,5,6.763288021,1183,321.5,181
CRISP,Hh03G010642,Hh05G015075,1.002150774,487,5,5.870357513,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968755484,1041,5,20.47213936,1305,556,181
CRISP,Hh04G012535,Hh10G019333,1.284085751,894,5,18.37854195,1316,348,196
CRISP,Hh05G015075,Hh10G019333,1.685629249,623,5,5.251871109,878,149,134
3FTx,Hh02G004177,Hh03G008631,7.979066849,199,5,13.41247845,243,103,34
3FTx,Hh02G004177,Hh03G023189,3.412605762,159,3,3.715120792,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.410804033,160,4,3.70980835,167,70.5,28
3FTx,Hh02G005288,Hh03G023189,4.03714323,138,5,4.857516289,152,50.5,26
3FTx,Hh02G005288,Hh03G023190,3.982264757,138,5,4.869001865,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.98226428,138,5,4.869002342,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.03714323,138,5,4.857515812,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331503391,243,5,12.93878365,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749580622,326,5,4.560578346,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371770859,340,5,4.955319405,396,143.5,57
3FTx,Hh03G008631,Hh03G023188,5.468469143,270,5,13.12505722,343,211,47
3FTx,Hh03G008631,Hh03G023189,5.776206017,276,5,13.11622715,343,211,47
3FTx,Hh03G008631,Hh03G023190,5.468469143,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG022166,15.50453472,993,5,22.07243156,1152,747.5,147
3FTx,Hh03G023188,Hh03G023189,0.064009957,428,5,1.159751773,615,450,81
3FTx,Hh03G023188,HhUnG022166,9.315702438,245,4,11.75077629,266,199,34
3FTx,Hh03G023188,HhUnG023192,0.064009771,428,5,1.159752488,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064010352,428,5,1.159753203,615,450,81
3FTx,Hh03G023189,HhUnG022166,9.3051548,245,4,11.65546227,266,199,34
3FTx,Hh03G023189,HhUnG023191,0.064009562,428,5,1.159753442,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064010113,428,5,1.15975368,615,450,81
3FTx,HhUnG022166,HhUnG023191,9.315701485,245,4,11.75077438,266,199,34
3FTx,HhUnG022166,HhUnG023192,9.305155754,245,4,11.65546322,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064009152,428,5,1.159754276,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888458,887,5,16.65111351,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.66612494,48,5,2.098571539,68,28,11
CRISP,Hh01G000001,Hh03G008934,0.604700446,489,5,3.509508133,662,144.5,100
CRISP,Hh01G000001,Hh03G010271,0.868750215,551,5,12.53363705,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308936357,535,5,16.89272118,809,147,123
CRISP,Hh01G000001,Hh05G015075,1.740739822,480,5,5.013229847,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531510532,505,5,4.572870255,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.31833899,534,5,15.40411568,809,147,123
CRISP,Hh01G002297,Hh03G008934,0.647873163,459,5,3.520567179,623,131,94
CRISP,Hh01G002297,Hh03G010271,1.395187616,606,5,11.65839863,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.255902171,543,5,18.01566696,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695153832,539,5,4.579596519,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636705,488,5,9.443422318,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560045123,466,5,3.518923998,674,139.5,102
CRISP,Hh01G002297,HhUnG022429,1.270173311,543,5,16.65006447,802,140.5,123
CRISP,Hh02G004717,Hh10G019333,11.24184704,414,5,13.07297421,451,87.5,75
CRISP,Hh02G004717,HhUnG022429,7.480565071,318,5,12.91280174,408,88,67
CRISP,Hh03G008934,Hh03G010271,0.692902207,866,5,9.854928017,1320,329,201
CRISP,Hh03G008934,Hh03G010642,0.698768556,1005,5,10.66946888,1321,554,187
CRISP,Hh03G008934,Hh04G012535,1.315350056,949,5,16.47485542,1378,366.5,206
CRISP,Hh03G008934,Hh05G015075,0.73125875,514,5,4.458281517,806,110,123
CRISP,Hh03G008934,HhUnG022429,0.671845913,1201,5,11.13790894,1535,699,219
CRISP,Hh03G008935,Hh03G010642,0.525704145,981,5,7.437533855,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013635,786,5,6.201558113,1116,334,168
CRISP,Hh03G008935,Hh10G019333,0.422209471,1143,5,21.35795403,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.437955469,1220,5,8.995159149,1723,836,244
CRISP,Hh03G010271,Hh03G010642,0.548010409,621,5,3.49840045,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.735198259,953,5,14.03744221,1445,370,223
CRISP,Hh03G010271,HhUnG022429,0.540214717,766,5,3.213910103,1074,295,164
CRISP,Hh03G010642,Hh04G012535,1.13493979,708,5,20.06835747,1008,237.5,147
CRISP,Hh03G010642,Hh05G015075,1.002150893,487,5,5.870357513,770,103.5,120
CRISP,Hh03G010642,Hh10G019333,0.968755364,1041,5,20.47213936,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210781857,1140,5,4.414434433,1682,1143,205
CRISP,Hh04G012535,HhUnG022429,0.799420774,842,5,18.35412598,1200,331,178
CRISP,Hh05G015075,HhUnG022429,0.926414788,563,5,5.823281288,889,117,139
CRISP,Hh10G019333,HhUnG022429,0.586350679,1176,5,19.41294098,1520,708,213
3FTx,Hh02G004177,Hh02G005288,9.880318642,459,1,9.880318642,459,324,62
3FTx,Hh02G004177,Hh03G008631,7.979067326,199,5,13.41247845,243,103,34
3FTx,Hh02G004177,Hh03G023190,3.410803795,160,4,3.709808588,167,70.5,28
3FTx,Hh02G004177,HhUnG023191,3.410803556,160,4,3.709808111,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412606001,159,3,3.715121031,166,65.5,28
3FTx,Hh02G005288,Hh03G023188,3.982265949,138,5,4.869003773,153,55.5,26
3FTx,Hh02G005288,HhUnG023191,3.98226428,138,5,4.869001865,153,55.5,26
3FTx,Hh03G008612,Hh03G008631,7.331503391,243,5,12.9387846,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749581099,326,5,4.560578823,396,143.5,57
3FTx,Hh03G008612,Hh03G023189,3.371769667,340,5,4.955317974,396,143.5,57
3FTx,Hh03G008612,HhUnG022166,9.114023209,190,5,11.80782127,211,62.5,30
3FTx,Hh03G008612,HhUnG023191,2.749580145,326,5,4.560577393,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371772766,340,5,4.955321312,396,143.5,57
3FTx,Hh03G008631,Hh03G023190,5.468468189,270,5,13.12505436,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468468189,270,5,13.12505531,343,211,47
3FTx,Hh03G008631,HhUnG023192,5.776207447,276,5,13.1162281,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064010613,428,5,1.159751177,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064010076,428,5,1.159752727,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.06401094,428,5,1.159752011,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009681,428,5,1.159752965,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064010315,428,5,1.15975368,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305156708,245,4,11.65546417,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064009026,428,5,1.159754634,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888607,887,5,16.65111351,1166,752,150
CRISP,Hh01G000001,Hh02G004717,0.666125119,48,5,2.098571539,68,28,11
CRISP,Hh01G000001,Hh03G008935,0.833743632,431,5,10.2212534,677,139.5,98
CRISP,Hh01G000001,Hh03G010271,0.868750095,551,5,12.53363705,835,167,126
CRISP,Hh01G000001,Hh03G010642,1.308936596,535,5,16.89272118,809,147,123
CRISP,Hh01G000001,Hh04G012535,0.557143152,502,5,3.526119471,690,150,104
CRISP,Hh01G000001,Hh05G015075,1.740739703,480,5,5.013229847,643,129.5,96
CRISP,Hh01G000001,Hh10G019333,0.531510353,505,5,4.572870255,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318339109,534,5,15.40411568,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542518079,564,5,10.15999222,802,503.5,103
CRISP,Hh01G002297,Hh03G008934,0.647873223,459,5,3.520567179,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912995636,441,5,10.09485912,666,130.5,98
CRISP,Hh01G002297,Hh03G010271,1.395187736,606,5,11.65839958,821,153.5,124
CRISP,Hh01G002297,Hh03G010642,1.255902052,543,5,18.01566696,802,140.5,123
CRISP,Hh01G002297,HhUnG022429,1.270173192,543,5,16.65006447,802,140.5,123
CRISP,Hh01G002297,HhUnG022502,0.742564023,593,5,14.88125706,872,479,117
CRISP,Hh02G004717,Hh05G015075,3.698901892,144,4,4.14432478,152,34,27
CRISP,Hh02G004717,Hh10G019333,11.24184704,414,5,13.07297516,451,87.5,75
CRISP,Hh02G004717,HhUnG022502,0.831166923,407,5,4.446549416,593,278,92
CRISP,Hh03G008934,Hh03G008935,0.625954211,1227,5,12.81553078,1652,804.5,233
CRISP,Hh03G008934,Hh05G015075,0.731258869,514,5,4.45828104,806,110,123
CRISP,Hh03G008934,Hh10G019333,23.2884388,3071,4,28.16113472,3224,1448,457
CRISP,Hh03G008934,HhUnG022429,0.671845853,1201,5,11.13790798,1535,699,219
CRISP,Hh03G008934,HhUnG022502,2.21323657,757,5,18.48605728,1156,198,179
CRISP,Hh03G008935,Hh03G010642,0.525704086,981,5,7.437533855,1427,644,201
CRISP,Hh03G008935,Hh04G012535,0.603013754,786,5,6.201558113,1116,334,168
CRISP,Hh03G008935,Hh10G019333,0.422209501,1143,5,21.35795212,1570,729.5,223
CRISP,Hh03G008935,HhUnG022429,0.43795529,1220,5,8.995160103,1723,836,244
CRISP,Hh03G008935,HhUnG022502,0.808871865,553,5,8.935119629,801,196.5,122
CRISP,Hh03G010271,Hh03G010642,0.548010528,621,5,3.49840045,881,229.5,132
CRISP,Hh03G010271,Hh04G012535,0.7351982,953,5,14.03744125,1445,370,223
CRISP,Hh03G010271,Hh05G015075,2.698001146,684,5,7.036142349,960,128,146
CRISP,Hh03G010271,Hh10G019333,0.486078113,811,5,6.763288021,1183,321.5,181
CRISP,Hh03G010271,HhUnG022429,0.540214717,766,5,3.213909864,1074,295,164
CRISP,Hh03G010271,HhUnG022502,0.763512671,642,5,5.157100677,918,217.5,142
CRISP,Hh03G010642,Hh10G019333,0.968755305,1041,5,20.47213745,1305,556,181
CRISP,Hh03G010642,HhUnG022429,0.210781857,1140,5,4.414433956,1682,1143,205
CRISP,Hh03G010642,HhUnG022502,0.641163766,445,5,4.869138718,656,145,100
CRISP,Hh04G012535,Hh05G015075,2.041549206,646,5,5.831037998,913,111.5,144
CRISP,Hh04G012535,Hh10G019333,1.284085751,894,5,18.37854004,1316,348,196
CRISP,Hh04G012535,HhUnG022502,0.594896734,540,5,3.622701168,794,203.5,125
CRISP,Hh05G015075,HhUnG022429,0.926414728,563,5,5.823281288,889,117,139
CRISP,Hh05G015075,HhUnG022502,0.541710436,460,5,3.671598911,684,164,107
CRISP,Hh10G019333,HhUnG022429,0.58635062,1176,5,19.41293907,1520,708,213
CRISP,Hh10G019333,HhUnG022502,0.651676774,568,5,5.168689728,829,200.5,130
CRISP,HhUnG022429,HhUnG022502,0.802287877,589,5,4.49682045,830,194,130
3FTx,Hh02G004177,Hh03G008612,6.128628254,112,5,7.049371243,121,23,20
3FTx,Hh02G004177,Hh03G023189,3.412605524,159,3,3.715120792,166,65.5,28
3FTx,Hh02G004177,Hh03G023190,3.41080308,160,4,3.709807873,167,70.5,28
3FTx,Hh02G004177,HhUnG022166,12.42542362,219,4,15.80163002,243,103,34
3FTx,Hh02G004177,HhUnG023191,3.410803795,160,4,3.70980835,167,70.5,28
3FTx,Hh02G004177,HhUnG023192,3.412606716,159,3,3.715121508,166,65.5,28
3FTx,Hh02G005288,Hh03G008631,14.82146358,315,5,15.48650551,323,30,56
3FTx,Hh02G005288,Hh03G023188,3.982265711,138,5,4.869003296,153,55.5,26
3FTx,Hh02G005288,Hh03G023190,3.982264042,138,5,4.869000912,153,55.5,26
3FTx,Hh02G005288,HhUnG023192,4.037144661,138,5,4.857517242,152,50.5,26
3FTx,Hh03G008612,Hh03G008631,7.331502914,243,5,12.9387846,288,68.5,43
3FTx,Hh03G008612,Hh03G023188,2.749581575,326,5,4.560578823,396,143.5,57
3FTx,Hh03G008612,HhUnG023192,3.371772051,340,5,4.955320835,396,143.5,57
3FTx,Hh03G008631,Hh03G023190,5.468467712,270,5,13.12505341,343,211,47
3FTx,Hh03G008631,HhUnG023191,5.468467236,270,5,13.12505531,343,211,47
3FTx,Hh03G023188,Hh03G023189,0.064010575,428,5,1.159750819,615,450,81
3FTx,Hh03G023188,HhUnG023192,0.064009875,428,5,1.159752965,615,450,81
3FTx,Hh03G023189,Hh03G023190,0.064011112,428,5,1.159752011,615,450,81
3FTx,Hh03G023189,HhUnG023191,0.064009495,428,5,1.159752369,615,450,81
3FTx,Hh03G023190,HhUnG023192,0.064010479,428,5,1.159754038,615,450,81
3FTx,HhUnG022166,HhUnG023192,9.305155754,245,4,11.65546417,266,199,34
3FTx,HhUnG023191,HhUnG023192,0.064008877,428,5,1.159754515,615,450,81
CRISP,Hh01G000001,Hh01G002297,0.297888637,887,5,16.6511116,1166,752,150
CRISP,Hh01G000001,Hh03G008934,0.604700506,489,5,3.509507656,662,144.5,100
CRISP,Hh01G000001,Hh10G019333,0.531510413,505,5,4.572870255,703,155.5,106
CRISP,Hh01G000001,HhUnG022429,1.318339109,534,5,15.40411663,809,147,123
CRISP,Hh01G000001,HhUnG022502,0.542518139,564,5,10.15999222,802,503.5,103
CRISP,Hh01G000001,HhUnG022504,0.423526824,47,5,2.028065205,68,28,11
CRISP,Hh01G002297,Hh03G008934,0.647873163,459,5,3.52056694,623,131,94
CRISP,Hh01G002297,Hh03G008935,0.912995458,441,5,10.09485817,666,130.5,98
CRISP,Hh01G002297,Hh03G010642,1.255902052,543,5,18.01566505,802,140.5,123
CRISP,Hh01G002297,Hh04G012535,0.695153713,539,5,4.579596519,807,154,121
CRISP,Hh01G002297,Hh05G015075,1.916636586,488,5,9.443422318,673,130,101
CRISP,Hh01G002297,Hh10G019333,0.560044885,466,5,3.518923998,674,139.5,102
CRISP,Hh01G002297,HhUnG022502,0.742564023,593,5,14.88125801,872,479,117
CRISP,Hh01G002297,HhUnG022504,16.70705605,439,1,16.70705605,439,30,68
CRISP,Hh02G004717,HhUnG022429,7.480565548,318,5,12.91280174,408,88,67
CRISP,Hh02G004717,HhUnG022502,0.831166625,407,5,4.446549416,593,278,92
CRISP,Hh02G004717,HhUnG022504,3.959827185,818,5,12.26665783,1189,841,152
